id,Usage,label
514,Private,5
515,Private,5
516,Public,1
517,Private,4
518,Private,1
519,Private,1
520,Private,2
521,Public,1
522,Public,5
523,Public,1
524,Private,7
525,Public,0
526,Private,1
527,Private,2
528,Private,2
529,Public,2
530,Private,2
531,Public,2
532,Public,5
533,Public,5
534,Private,0
535,Private,5
536,Public,1
537,Public,0
538,Private,1
539,Private,2
540,Private,0
541,Public,0
542,Public,3
543,Private,5
544,Private,0
545,Private,0
546,Private,0
547,Private,2
548,Public,1
549,Private,2
550,Public,4
551,Private,0
552,Private,0
553,Private,5
554,Private,5
555,Private,1
556,Private,0
557,Public,5
558,Public,0
559,Private,3
560,Private,5
561,Private,2
562,Public,1
563,Private,1
564,Private,0
565,Public,1
566,Private,2
567,Public,1
568,Private,4
569,Public,0
570,Public,2
571,Private,4
572,Private,5
573,Private,5
574,Private,5
575,Public,1
576,Private,4
577,Private,1
578,Private,1
579,Private,5
580,Private,1
581,Private,0
582,Private,2
583,Private,4
584,Private,1
585,Public,4
586,Private,1
587,Private,1
588,Private,5
589,Private,0
590,Private,4
591,Private,5
592,Private,0
593,Public,4
594,Public,0
595,Public,1
596,Private,1
597,Private,2
598,Private,5
599,Public,0
600,Private,5
601,Private,2
602,Public,2
603,Private,1
604,Private,2
605,Private,0
606,Public,2
607,Private,5
608,Public,0
609,Public,4
610,Private,0
611,Public,3
612,Public,1
613,Private,2
614,Public,0
615,Private,2
616,Private,1
617,Private,4
618,Public,0
619,Private,4
620,Private,2
621,Public,1
622,Private,0
623,Private,2
624,Private,1
625,Public,1
626,Private,0
627,Private,4
628,Private,0
629,Public,6
630,Private,1
631,Private,6
632,Private,0
633,Public,1
634,Public,0
635,Public,5
636,Public,5
637,Private,1
638,Private,1
639,Public,1
640,Private,1
641,Private,1
642,Private,2
643,Private,1
644,Private,4
645,Public,4
646,Private,2
647,Private,6
648,Private,1
649,Private,4
650,Public,0
651,Private,0
652,Private,2
653,Private,5
654,Private,0
655,Private,1
656,Private,0
657,Private,4
658,Public,2
659,Private,5
660,Private,0
661,Private,1
662,Private,6
663,Private,2
664,Private,1
665,Private,0
666,Private,5
667,Private,0
668,Private,3
669,Public,2
670,Private,2
671,Private,0
672,Private,2
673,Public,5
674,Private,0
675,Private,4
676,Public,1
677,Public,1
678,Private,7
679,Public,1
680,Private,0
681,Public,0
682,Public,1
683,Private,0
684,Private,1
685,Private,4
686,Private,0
687,Private,4
688,Private,4
689,Public,0
690,Public,1
691,Public,4
692,Public,1
693,Public,0
694,Private,1
695,Private,4
696,Public,2
697,Private,6
698,Public,2
699,Private,2
700,Private,5
701,Private,0
702,Public,0
703,Private,1
704,Private,5
705,Public,1
706,Private,2
707,Public,0
708,Private,4
709,Public,5
710,Private,4
711,Private,4
712,Private,0
713,Public,1
714,Private,0
715,Private,0
716,Private,1
717,Private,2
718,Private,4
719,Private,1
720,Private,2
721,Private,1
722,Public,1
723,Private,0
724,Private,0
725,Public,5
726,Public,0
727,Private,5
728,Private,3
729,Private,0
730,Public,5
731,Private,7
732,Private,0
733,Public,2
734,Private,1
735,Private,1
736,Private,5
737,Private,0
738,Public,1
739,Private,0
740,Public,0
741,Private,0
742,Private,1
743,Private,5
744,Private,4
745,Private,1
746,Private,5
747,Public,1
748,Private,1
749,Private,4
750,Private,4
751,Private,5
752,Private,4
753,Private,0
754,Private,1
755,Private,0
756,Public,1
757,Private,1
758,Private,1
759,Private,1
760,Private,1
761,Private,4
762,Private,4
763,Public,0
764,Private,0
765,Public,1
766,Private,5
767,Public,1
768,Private,0
769,Public,0
770,Public,0
771,Public,0
772,Private,1
773,Private,5
774,Public,5
775,Private,5
776,Private,1
777,Private,3
778,Public,4
779,Private,6
780,Private,4
781,Private,0
782,Public,4
783,Private,0
784,Private,0
785,Private,0
786,Private,5
787,Public,4
788,Private,4
789,Private,2
790,Public,1
791,Private,4
792,Private,1
793,Public,3
794,Private,0
795,Public,2
796,Public,0
797,Public,2
798,Private,0
799,Public,5
800,Public,0
801,Public,5
802,Public,3
803,Private,1
804,Private,0
805,Private,5
806,Public,2
807,Public,2
808,Private,4
809,Public,0
810,Private,0
811,Private,1
812,Private,1
813,Public,3
814,Private,4
815,Private,4
816,Private,1
817,Public,4
818,Private,4
819,Private,1
820,Public,1
821,Private,4
822,Public,1
823,Public,4
824,Public,3
825,Private,3
826,Private,2
827,Private,1
828,Private,4
829,Public,4
830,Private,0
831,Public,5
832,Private,2
833,Private,1
834,Public,0
835,Private,1
836,Private,5
837,Public,0
838,Public,4
839,Private,5
840,Public,4
841,Private,4
842,Private,0
843,Public,6
844,Private,4
845,Private,4
846,Private,1
847,Public,0
848,Public,1
849,Public,5
850,Private,5
851,Private,1
852,Public,4
853,Private,4
854,Public,4
855,Private,5
856,Private,0
857,Private,1
858,Private,0
859,Private,1
860,Private,1
861,Public,5
862,Public,3
863,Private,4
864,Private,4
865,Private,2
866,Private,2
867,Private,5
868,Public,0
869,Private,5
870,Public,3
871,Private,3
872,Private,4
873,Private,0
874,Public,1
875,Private,1
876,Private,0
877,Private,2
878,Public,3
879,Public,0
880,Public,4
881,Public,2
882,Public,2
883,Public,3
884,Private,5
885,Private,3
886,Private,6
887,Private,4
888,Private,5
889,Public,4
890,Private,0
891,Public,4
892,Private,2
893,Public,5
894,Private,1
895,Public,4
896,Private,1
897,Private,0
898,Private,7
899,Public,5
900,Private,5
901,Private,5
902,Private,0
903,Private,3
904,Public,5
905,Private,0
906,Public,1
907,Public,1
908,Public,5
909,Private,0
910,Private,0
911,Public,1
912,Private,1
913,Private,1
914,Private,5
915,Private,1
916,Private,4
917,Private,5
918,Public,1
919,Public,4
920,Public,0
921,Private,2
922,Private,0
923,Private,5
924,Private,0
925,Private,5
926,Public,1
927,Private,5
928,Private,1
929,Public,2
930,Private,0
931,Private,0
932,Private,0
933,Public,0
934,Private,5
935,Public,0
936,Public,0
937,Public,1
938,Public,0
939,Private,0
940,Public,5
941,Private,1
942,Private,4
943,Private,0
944,Private,4
945,Public,1
946,Public,6
947,Public,1
948,Private,4
949,Public,0
950,Public,2
951,Private,0
952,Private,5
953,Private,4
954,Public,1
955,Private,1
956,Private,0
957,Private,5
958,Private,0
959,Public,2
960,Private,5
961,Private,1
962,Private,1
963,Public,4
964,Private,1
965,Private,0
966,Private,1
967,Private,5
968,Public,1
969,Public,5
970,Private,0
971,Private,4
972,Private,1
973,Public,0
974,Private,0
975,Public,1
976,Public,0
977,Public,5
978,Public,4
979,Private,0
980,Public,2
981,Private,1
982,Private,0
983,Public,5
984,Private,4
985,Public,4
986,Public,1
987,Private,0
988,Private,0
989,Private,4
990,Private,1
991,Public,6
992,Private,0
993,Private,5
994,Private,0
995,Private,4
996,Private,1
997,Public,0
998,Private,4
999,Public,5
1000,Private,1
1001,Public,5
1002,Private,2
1003,Private,2
1004,Private,2
1005,Private,0
1006,Private,5
1007,Private,1
1008,Public,0
1009,Private,1
1010,Private,1
1011,Private,2
1012,Private,4
1013,Private,1
1014,Private,0
1015,Private,5
1016,Private,3
1017,Private,5
1018,Private,5
1019,Private,0
1020,Public,0
1021,Private,2
1022,Public,2
1023,Public,4
1024,Private,2
1025,Public,0
1026,Private,1
1027,Private,5
1028,Public,1
1029,Private,0
1030,Public,5
1031,Private,1
1032,Private,0
1033,Private,0
1034,Private,5
1035,Private,2
1036,Private,4
1037,Private,3
1038,Private,1
1039,Private,0
1040,Private,5
1041,Public,1
1042,Private,0
1043,Public,0
1044,Public,4
1045,Private,4
1046,Private,1
1047,Public,7
1048,Private,1
1049,Private,1
1050,Private,0
1051,Private,4
1052,Public,1
1053,Public,4
1054,Private,1
1055,Private,0
1056,Private,0
1057,Private,4
1058,Private,0
1059,Public,5
1060,Public,1
1061,Private,4
1062,Private,0
1063,Public,7
1064,Private,5
1065,Public,0
1066,Private,1
1067,Public,1
1068,Private,3
1069,Private,0
1070,Private,4
1071,Private,5
1072,Public,2
1073,Private,1
1074,Public,1
1075,Public,1
1076,Public,0
1077,Private,4
1078,Private,0
1079,Private,7
1080,Private,1
1081,Public,5
1082,Private,5
1083,Private,0
1084,Public,1
1085,Private,1
1086,Public,2
1087,Private,0
1088,Private,1
1089,Private,4
1090,Private,1
1091,Private,4
1092,Public,5
1093,Private,0
1094,Public,5
1095,Private,0
1096,Public,5
1097,Private,0
1098,Private,1
1099,Private,0
1100,Private,1
1101,Private,0
1102,Private,5
1103,Private,4
1104,Private,0
1105,Private,0
1106,Private,0
1107,Public,4
1108,Private,2
1109,Private,4
1110,Private,5
1111,Private,1
1112,Private,2
1113,Public,4
1114,Public,0
1115,Private,0
1116,Private,1
1117,Private,1
1118,Private,1
1119,Private,0
1120,Private,2
1121,Public,5
1122,Private,1
1123,Public,1
1124,Public,1
1125,Public,1
1126,Private,1
1127,Private,4
1128,Public,4
1129,Private,0
1130,Public,2
1131,Public,4
1132,Private,5
1133,Private,4
1134,Public,2
1135,Public,1
1136,Private,1
1137,Private,4
1138,Private,1
1139,Private,2
1140,Private,5
1141,Public,5
1142,Public,0
1143,Private,1
1144,Public,4
1145,Private,2
1146,Private,4
1147,Private,1
1148,Private,1
1149,Private,0
1150,Private,1
1151,Public,1
1152,Public,5
1153,Private,1
1154,Public,0
1155,Private,2
1156,Private,5
1157,Public,4
1158,Private,4
1159,Private,1
1160,Private,1
1161,Private,5
1162,Public,4
1163,Private,5
1164,Private,1
1165,Private,0
1166,Private,2
1167,Private,0
1168,Public,4
1169,Private,0
1170,Private,3
1171,Private,4
1172,Private,2
1173,Private,0
1174,Public,0
1175,Private,5
1176,Public,1
1177,Public,2
1178,Public,1
1179,Public,0
1180,Private,0
1181,Public,2
1182,Private,4
1183,Private,2
1184,Public,0
1185,Private,5
1186,Public,5
1187,Private,0
1188,Private,1
1189,Private,2
1190,Private,4
1191,Public,5
1192,Public,1
1193,Private,4
1194,Private,3
1195,Private,3
1196,Private,0
1197,Public,0
1198,Public,5
1199,Private,0
1200,Public,4
1201,Private,2
1202,Private,2
1203,Private,4
1204,Private,5
1205,Private,2
1206,Public,0
1207,Public,1
1208,Private,5
1209,Public,4
1210,Public,2
1211,Private,1
1212,Public,5
1213,Public,0
1214,Public,5
1215,Private,5
1216,Private,5
1217,Public,4
1218,Private,0
1219,Private,2
1220,Private,4
1221,Private,4
1222,Private,1
1223,Public,0
1224,Private,5
1225,Public,0
1226,Private,5
1227,Private,0
1228,Public,4
1229,Private,1
1230,Private,1
1231,Private,4
1232,Public,4
1233,Private,1
1234,Public,7
1235,Public,2
1236,Public,1
1237,Private,5
1238,Private,5
1239,Private,3
1240,Public,0
1241,Private,5
1242,Public,1
1243,Public,5
1244,Private,0
1245,Private,1
1246,Public,1
1247,Public,2
1248,Private,7
1249,Private,1
1250,Public,5
1251,Public,0
1252,Public,1
1253,Public,0
1254,Private,1
1255,Public,1
1256,Private,5
1257,Private,4
1258,Public,5
1259,Private,1
1260,Private,5
1261,Private,0
1262,Private,4
1263,Public,5
1264,Public,5
1265,Public,4
1266,Public,0
1267,Private,0
1268,Public,0
1269,Private,1
1270,Public,0
1271,Private,4
1272,Private,0
1273,Private,5
1274,Private,0
1275,Private,5
1276,Private,3
1277,Public,4
1278,Private,1
1279,Private,1
1280,Private,0
1281,Private,0
1282,Public,4
1283,Public,0
1284,Private,1
1285,Private,1
1286,Public,0
1287,Private,2
1288,Public,2
1289,Public,1
1290,Private,4
1291,Public,4
1292,Private,1
1293,Public,4
1294,Public,5
1295,Private,1
1296,Private,0
1297,Private,5
1298,Private,0
1299,Private,4
1300,Private,5
1301,Public,1
1302,Private,2
1303,Private,0
1304,Private,2
1305,Private,5
1306,Private,2
1307,Private,0
1308,Private,0
1309,Public,5
1310,Private,1
1311,Private,5
1312,Public,1
1313,Private,4
1314,Public,4
1315,Private,4
1316,Private,0
1317,Private,2
1318,Public,5
1319,Public,1
1320,Private,1
1321,Public,4
1322,Private,5
1323,Private,0
1324,Private,3
1325,Private,1
1326,Private,5
1327,Public,1
1328,Public,1
1329,Private,3
1330,Private,1
1331,Public,5
1332,Public,0
1333,Private,4
1334,Private,4
1335,Public,3
1336,Private,2
1337,Private,0
1338,Private,4
1339,Private,4
1340,Private,5
1341,Private,4
1342,Private,4
1343,Private,1
1344,Public,0
1345,Public,1
1346,Private,1
1347,Public,2
1348,Private,1
1349,Public,3
1350,Public,0
1351,Private,4
1352,Private,2
1353,Private,5
1354,Public,2
1355,Public,0
1356,Private,1
1357,Public,5
1358,Public,1
1359,Private,0
1360,Private,0
1361,Public,2
1362,Private,4
1363,Public,5
1364,Public,1
1365,Private,2
1366,Private,2
1367,Public,4
1368,Private,0
1369,Private,2
1370,Private,1
1371,Private,2
1372,Private,1
1373,Private,0
1374,Public,5
1375,Private,1
1376,Private,5
1377,Public,1
1378,Private,5
1379,Private,0
1380,Private,1
1381,Private,4
1382,Private,1
1383,Public,1
1384,Private,4
1385,Public,5
1386,Private,1
1387,Public,4
1388,Private,5
1389,Public,4
1390,Private,0
1391,Private,0
1392,Private,1
1393,Private,0
1394,Private,5
1395,Private,5
1396,Private,0
1397,Private,5
1398,Public,5
1399,Private,4
1400,Public,0
1401,Private,0
1402,Private,4
1403,Public,1
1404,Private,1
1405,Private,0
1406,Private,1
1407,Public,0
1408,Public,2
1409,Private,3
1410,Private,0
1411,Public,1
1412,Private,4
1413,Public,2
1414,Private,3
1415,Private,1
1416,Public,0
1417,Public,0
1418,Private,2
1419,Private,1
1420,Private,4
1421,Private,5
1422,Public,0
1423,Private,4
1424,Public,4
1425,Private,5
1426,Private,5
1427,Public,0
1428,Private,1
1429,Private,0
1430,Private,0
1431,Public,0
1432,Public,0
1433,Private,1
1434,Public,1
1435,Public,0
1436,Private,2
1437,Private,3
1438,Private,5
1439,Public,0
1440,Private,0
1441,Public,5
1442,Private,5
1443,Private,4
1444,Public,5
1445,Private,5
1446,Private,4
1447,Private,5
1448,Public,5
1449,Public,0
1450,Private,1
1451,Public,5
1452,Public,7
1453,Private,5
1454,Private,0
1455,Private,3
1456,Private,1
1457,Private,2
1458,Private,0
1459,Private,1
1460,Private,0
1461,Private,5
1462,Public,0
1463,Public,1
1464,Private,1
1465,Private,4
1466,Private,2
1467,Private,1
1468,Private,5
1469,Private,0
1470,Private,4
1471,Public,0
1472,Public,0
1473,Private,5
1474,Private,0
1475,Private,0
1476,Private,5
1477,Public,4
1478,Private,1
1479,Private,0
1480,Public,2
1481,Private,1
1482,Private,0
1483,Private,4
1484,Private,4
1485,Public,3
1486,Private,2
1487,Private,4
1488,Private,1
1489,Public,1
1490,Public,1
1491,Public,5
1492,Private,0
1493,Private,4
1494,Private,1
1495,Private,0
1496,Private,5
1497,Private,0
1498,Private,1
1499,Private,2
1500,Private,3
1501,Public,5
1502,Private,0
1503,Public,5
1504,Private,1
1505,Private,5
1506,Private,5
1507,Private,4
1508,Private,5
1509,Private,0
1510,Private,4
1511,Private,3
1512,Private,0
1513,Private,0
1514,Private,3
1515,Public,0
1516,Public,0
1517,Private,0
1518,Private,0
1519,Private,2
1520,Public,5
1521,Public,4
1522,Private,1
1523,Public,4
1524,Private,4
1525,Private,0
1526,Private,0
1527,Private,4
1528,Public,1
1529,Private,2
1530,Private,1
1531,Public,2
1532,Private,4
1533,Public,4
1534,Private,2
1535,Private,5
1536,Private,0
1537,Public,5
1538,Private,1
1539,Private,1
1540,Private,3
1541,Private,5
1542,Public,2
1543,Public,3
1544,Private,4
1545,Public,5
1546,Private,1
1547,Public,1
1548,Public,5
1549,Private,0
1550,Private,1
1551,Private,5
1552,Public,1
1553,Public,5
1554,Private,5
1555,Private,5
1556,Private,1
1557,Private,2
1558,Private,1
1559,Private,3
1560,Private,0
1561,Private,2
1562,Private,1
1563,Public,3
1564,Private,0
1565,Public,5
1566,Public,1
1567,Public,3
1568,Private,0
1569,Public,4
1570,Public,5
1571,Private,4
1572,Private,1
1573,Private,1
1574,Private,1
1575,Private,5
1576,Private,0
1577,Private,0
1578,Private,4
1579,Public,1
1580,Private,5
1581,Private,4
1582,Private,0
1583,Private,5
1584,Private,4
1585,Private,1
1586,Private,5
1587,Private,2
1588,Private,4
1589,Private,5
1590,Private,2
1591,Private,4
1592,Private,5
1593,Private,5
1594,Private,0
1595,Private,1
1596,Public,1
1597,Private,2
1598,Private,0
1599,Public,0
1600,Public,1
1601,Public,2
1602,Public,3
1603,Public,5
1604,Public,0
1605,Public,5
1606,Public,1
1607,Private,6
1608,Private,1
1609,Private,5
1610,Public,0
1611,Public,4
1612,Private,0
1613,Public,1
1614,Private,1
1615,Private,0
1616,Public,0
1617,Public,0
1618,Public,1
1619,Private,0
1620,Private,5
1621,Public,0
1622,Public,4
1623,Private,0
1624,Public,1
1625,Private,1
1626,Public,4
1627,Private,2
1628,Private,1
1629,Private,4
1630,Private,2
1631,Private,0
1632,Private,5
1633,Private,0
1634,Private,1
1635,Private,4
1636,Public,5
1637,Public,0
1638,Public,6
1639,Private,5
1640,Public,4
1641,Public,2
1642,Private,4
1643,Public,1
1644,Private,4
1645,Private,0
1646,Private,0
1647,Public,1
1648,Private,1
1649,Public,1
1650,Private,1
1651,Private,0
1652,Public,0
1653,Private,5
1654,Private,0
1655,Private,4
1656,Private,5
1657,Private,0
1658,Public,1
1659,Public,1
1660,Public,0
1661,Public,5
1662,Private,1
1663,Private,0
1664,Private,5
1665,Private,5
1666,Private,0
1667,Public,0
1668,Public,1
1669,Private,4
1670,Private,4
1671,Private,4
1672,Private,4
1673,Private,2
1674,Public,5
1675,Private,0
1676,Private,0
1677,Public,0
1678,Public,2
1679,Public,4
1680,Public,4
1681,Private,0
1682,Private,0
1683,Public,1
1684,Private,0
1685,Public,0
1686,Public,5
1687,Private,1
1688,Public,0
1689,Private,0
1690,Public,0
1691,Private,2
1692,Public,0
1693,Public,1
1694,Public,3
1695,Private,5
1696,Private,5
1697,Private,0
1698,Private,3
1699,Public,3
1700,Private,4
1701,Private,1
1702,Private,1
1703,Private,1
1704,Private,4
1705,Private,4
1706,Private,5
1707,Private,5
1708,Private,1
1709,Private,5
1710,Public,1
1711,Private,1
1712,Private,5
1713,Private,1
1714,Private,4
1715,Private,2
1716,Private,5
1717,Private,5
1718,Public,4
1719,Public,0
1720,Public,1
1721,Private,0
1722,Private,1
1723,Private,2
1724,Private,4
1725,Private,4
1726,Private,4
1727,Private,1
1728,Private,6
1729,Public,3
1730,Private,4
1731,Private,1
1732,Public,4
1733,Private,4
1734,Public,1
1735,Public,4
1736,Private,0
1737,Private,1
1738,Public,0
1739,Public,2
1740,Private,3
1741,Private,1
1742,Private,1
1743,Private,1
1744,Private,2
1745,Private,0
1746,Private,1
1747,Private,4
1748,Private,4
1749,Private,1
1750,Private,0
1751,Private,1
1752,Public,0
1753,Public,1
1754,Public,0
1755,Private,5
1756,Private,1
1757,Private,1
1758,Private,1
1759,Public,1
1760,Private,1
1761,Private,0
1762,Private,1
1763,Private,4
1764,Private,0
1765,Private,1
1766,Private,4
1767,Private,1
1768,Private,1
1769,Private,1
1770,Private,5
1771,Private,1
1772,Private,0
1773,Public,5
1774,Public,4
1775,Private,1
1776,Private,5
1777,Private,6
1778,Public,7
1779,Private,0
1780,Private,0
1781,Public,0
1782,Public,5
1783,Private,4
1784,Private,2
1785,Private,5
1786,Private,0
1787,Private,2
1788,Private,1
1789,Public,1
1790,Private,1
1791,Private,1
1792,Private,1
1793,Private,0
1794,Public,1
1795,Public,5
1796,Private,4
1797,Private,2
1798,Private,4
1799,Private,4
1800,Private,4
1801,Private,0
1802,Private,2
1803,Public,5
1804,Private,1
1805,Private,0
1806,Public,0
1807,Private,4
1808,Private,0
1809,Public,3
1810,Public,5
1811,Private,2
1812,Private,3
1813,Private,2
1814,Private,0
1815,Public,7
1816,Public,0
1817,Private,3
1818,Private,4
1819,Public,5
1820,Private,3
1821,Private,0
1822,Private,5
1823,Public,5
1824,Private,4
1825,Public,5
1826,Private,5
1827,Private,5
1828,Private,1
1829,Public,1
1830,Private,0
1831,Private,0
1832,Private,1
1833,Public,0
1834,Private,5
1835,Private,5
1836,Private,0
1837,Private,4
1838,Private,4
1839,Private,4
1840,Public,5
1841,Private,2
1842,Public,4
1843,Public,1
1844,Private,5
1845,Private,4
1846,Public,0
1847,Private,4
1848,Private,1
1849,Private,4
1850,Private,1
1851,Private,5
1852,Private,1
1853,Public,5
1854,Public,4
1855,Public,3
1856,Private,0
1857,Private,1
1858,Private,2
1859,Public,4
1860,Public,5
1861,Private,2
1862,Private,4
1863,Public,4
1864,Public,7
1865,Private,4
1866,Private,4
1867,Public,0
1868,Private,2
1869,Private,2
1870,Private,0
1871,Private,1
1872,Private,2
